Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group,Id
6.16,Medium,M,No,28,1,0,0,0,0,1,0,458
3.72,Medium,M,Yes,34,0,0,0,0,0,1,0,459
4.56,Short,M,Yes,48,1,1,0,0,0,1,0,460
4.33,Long,F,No,24,0,0,0,0,0,0,0,461
9.57,Long,M,No,26,1,1,0,0,0,1,0,462
5.13,Long,M,Yes,44,0,0,0,0,0,1,0,463
6.85,Short,F,No,44,0,0,0,0,0,1,0,464
6.74,Medium,M,Yes,32,1,0,1,1,0,1,0,465
5.92,Medium,M,No,42,0,0,0,0,0,1,0,466
2.49,Medium,M,No,19,0,1,0,0,0,0,0,467
5.96,Long,M,Yes,32,0,1,0,1,1,1,0,468
7.42,Long,F,No,42,1,0,0,0,1,0,0,469
9.69,Long,M,Yes,26,0,1,0,0,0,0,0,470
4.18,Short,M,No,28,0,0,0,0,0,1,0,471
9.59,Long,F,Yes,25,0,0,0,0,0,0,0,472
10.03,Short,F,No,24,0,1,0,0,0,1,0,473
9.86,Long,M,Yes,25,1,1,0,0,0,1,1,474
6.97,Long,M,No,45,0,1,0,0,0,1,0,475
3.33,Medium,F,No,27,0,0,0,0,1,0,0,476
8.85,Long,M,Yes,27,0,0,1,0,0,0,1,477
3.87,Short,M,Yes,42,1,1,0,0,0,0,0,478
2.73,Short,F,No,47,1,0,0,1,1,0,1,479
4.65,Long,F,No,51,0,0,0,0,1,1,0,480
3.46,Short,M,No,23,1,0,0,0,0,0,1,481
5.85,Long,F,No,42,0,1,1,0,0,1,1,482
5.15,Long,M,Yes,26,1,0,1,0,0,1,1,483
2.27,Medium,F,No,24,1,1,0,0,1,1,0,484
8.21,Medium,M,Yes,26,0,0,0,0,1,1,0,485
3.82,Medium,M,Yes,33,1,0,0,0,1,1,0,486
3.21,Short,F,Yes,27,0,0,0,0,1,0,0,487
8.3,Long,F,Yes,25,0,0,0,0,0,1,0,488
5.78,Medium,F,No,41,0,1,0,0,0,1,0,489
8.42,Short,M,Yes,42,1,0,0,0,0,1,0,490
8.8,Long,F,No,18,0,0,0,0,0,0,0,491
8.98,Medium,F,Yes,30,1,1,0,1,1,0,1,492
5.67,Long,F,No,34,1,0,0,0,1,0,0,493
9.73,Short,M,No,46,0,0,0,0,0,1,0,494
7.58,Long,M,Yes,32,0,0,0,0,0,0,0,495
9.38,Long,F,No,41,0,0,0,0,1,0,0,496
8.49,Long,M,Yes,22,0,0,0,0,0,0,0,497
4.21,Medium,M,Yes,23,0,1,0,0,1,1,0,498
5.33,Long,F,No,54,1,1,1,0,1,1,0,499
2.65,Medium,F,Yes,31,1,0,0,0,0,0,0,500
9.24,Medium,F,Yes,23,0,0,0,0,0,0,0,501
8.77,Long,F,Yes,42,0,1,0,0,0,1,0,502
6.2,Long,M,Yes,52,0,0,0,0,1,0,0,503
2.68,Short,M,Yes,22,1,1,1,0,0,1,0,504
7.66,Long,F,Yes,43,0,0,0,0,0,0,0,505
2.87,Long,M,Yes,53,1,0,0,0,1,0,0,506
6.37,Long,M,Yes,32,1,0,0,0,0,0,0,507
6.44,Long,F,Yes,52,0,0,0,0,0,1,0,508
4.55,Short,F,Yes,26,1,0,1,0,0,0,0,509
8.24,Medium,F,Yes,29,0,0,0,1,1,0,1,510
3.53,Medium,M,Yes,35,0,0,0,0,1,0,0,511
7.67,Long,F,Yes,32,0,0,0,0,0,0,0,512
2.77,Long,M,No,31,0,0,0,0,1,0,0,513
3.17,Long,F,No,19,0,0,0,0,1,0,0,514
8.68,Medium,M,No,28,0,0,0,0,1,0,1,515
4.29,Medium,M,No,30,0,1,0,0,0,1,0,516
5.37,Long,M,Yes,37,1,1,0,0,0,1,0,517
3.83,Long,F,Yes,35,1,1,1,0,0,1,0,518
3.54,Long,M,Yes,44,1,0,0,0,0,0,0,519
9.44,Medium,M,No,47,1,1,0,0,0,1,0,520
4.19,Long,F,Yes,34,0,1,0,0,0,1,0,521
4.68,Long,F,Yes,30,1,0,0,0,1,0,0,522
7.5,Short,M,No,42,0,0,0,0,0,0,0,523
7.06,Long,F,Yes,48,0,0,0,1,0,0,0,524
4.7,Short,M,No,31,1,0,0,0,0,0,0,525
9,Medium,M,No,46,0,1,0,0,0,1,0,526
6.84,Long,M,No,45,0,1,0,0,1,1,0,527
5.21,Medium,M,No,26,0,0,0,0,0,1,0,528
3.53,Short,F,No,21,1,1,0,0,0,0,0,529
9.46,Long,F,Yes,49,0,0,0,0,1,0,0,530
3.11,Medium,M,Yes,35,0,0,1,0,1,0,0,531
5.83,Long,M,Yes,24,1,1,0,0,1,1,1,532
5.74,Long,F,No,49,1,0,0,0,0,1,0,533
7.48,Medium,F,No,27,1,0,0,0,0,0,0,534
5.25,Medium,F,Yes,32,0,0,0,1,0,0,1,535
7.15,Medium,F,Yes,30,0,0,0,0,0,1,0,536
5.73,Long,F,No,48,1,0,0,0,0,1,0,537
8.36,Medium,M,Yes,38,0,0,0,0,0,0,1,538
6.26,Short,F,No,40,1,0,0,0,1,0,1,539
9.37,Medium,M,Yes,51,0,1,0,0,0,1,1,540
4.05,Short,F,Yes,37,0,1,0,0,1,1,0,541
4.61,Medium,M,No,23,0,1,0,0,0,1,0,542
9.43,Medium,F,No,45,0,1,1,0,1,1,0,543
4.69,Long,M,No,21,0,1,0,0,1,0,0,544
7.89,Medium,M,Yes,35,0,0,0,0,0,0,0,545
8.78,Medium,M,Yes,23,1,0,0,0,1,0,0,546
9.64,Medium,F,No,51,1,1,0,0,0,1,0,547
5.04,Long,M,Yes,34,0,0,0,0,0,0,0,548
4.73,Long,F,Yes,53,1,1,1,0,0,1,0,549
8.79,Long,F,Yes,33,1,1,1,0,0,1,0,550
5.43,Short,F,Yes,25,0,0,0,0,1,0,0,551
7.1,Long,M,No,46,0,0,0,0,1,0,0,552
9.13,Long,F,No,24,0,1,0,0,0,1,0,553
3.09,Long,M,Yes,27,0,0,0,0,1,0,0,554
5.63,Long,M,Yes,42,0,1,1,0,1,1,0,555
3.59,Medium,M,No,38,0,0,0,0,0,0,0,556
5.86,Medium,M,Yes,55,1,0,1,0,1,0,0,557
8.18,Long,M,Yes,47,0,0,0,0,0,0,0,558
4.93,Short,M,Yes,20,0,1,0,0,1,1,0,559
8.95,Medium,M,Yes,27,0,0,0,0,1,0,0,560
4.36,Long,M,Yes,24,1,1,0,0,0,1,0,561
5.93,Short,F,Yes,29,0,0,0,0,0,0,0,562
9.36,Long,M,Yes,43,1,1,0,0,1,0,0,563
6.45,Long,M,No,51,0,0,0,0,0,0,1,564
4.83,Long,M,Yes,28,1,0,0,0,0,0,0,565
7.21,Medium,F,No,38,0,0,0,0,0,1,0,566
4.99,Medium,F,No,22,1,1,0,0,1,1,1,567
3.87,Medium,F,No,45,0,0,0,0,0,0,0,568
6.72,Medium,F,No,41,0,0,1,0,0,1,1,569
4.96,Medium,M,Yes,44,0,0,0,0,0,1,0,570
2.54,Medium,F,No,43,1,1,1,0,0,1,0,571
3.67,Short,F,Yes,51,1,0,0,0,1,1,0,572
4.52,Long,M,No,33,1,0,0,0,1,0,1,573
4.02,Long,F,Yes,36,0,0,0,1,1,0,0,574
5.45,Long,F,No,49,0,0,0,0,1,1,0,575
8.97,Long,F,Yes,26,0,1,1,0,1,1,1,576
8.72,Medium,M,No,24,1,1,0,0,0,1,0,577
3.65,Short,F,No,38,0,0,0,0,0,0,1,578
4.09,Long,M,Yes,24,1,0,0,0,1,0,1,579
6.12,Long,F,No,47,0,0,0,0,1,0,0,580
2.41,Short,M,Yes,41,0,0,0,0,1,0,0,581
5.45,Long,F,Yes,26,1,1,1,0,0,1,1,582
10.14,Medium,M,Yes,48,1,1,1,0,0,1,0,583
9.94,Medium,F,No,37,1,0,0,0,0,0,0,584
5.37,Long,F,No,44,1,0,0,0,0,0,0,585
7.75,Long,F,No,31,0,0,0,0,0,0,0,586
9.64,Medium,M,No,42,1,0,0,0,0,1,0,587
8.03,Long,M,No,37,1,0,0,0,0,1,0,588
9.07,Long,F,No,50,0,0,0,0,0,0,0,589
9.49,Medium,F,Yes,24,0,0,0,0,0,0,0,590
8.52,Long,M,No,47,0,1,0,1,0,0,0,591
7.37,Long,F,Yes,51,0,1,1,0,0,0,0,592
6.62,Long,M,Yes,38,1,1,1,0,0,1,0,593
9.73,Short,M,Yes,49,1,0,0,0,0,0,0,594
8.02,Long,F,No,34,1,0,0,0,1,0,0,595
5.27,Short,F,No,52,0,0,0,0,0,0,0,596
7.84,Long,F,Yes,50,0,0,0,0,1,0,0,597
7.8,Short,F,No,32,0,1,0,1,0,0,0,598
2.59,Long,M,Yes,46,0,0,0,0,1,0,0,599
7.29,Long,F,No,50,1,0,0,0,0,0,0,600
8.21,Medium,M,Yes,39,0,0,0,0,0,1,0,601
4.84,Medium,F,Yes,21,1,1,1,0,0,1,0,602
4.38,Short,M,Yes,23,0,0,1,0,1,1,0,603
5.29,Medium,M,No,27,1,1,0,0,1,1,0,604
4.97,Long,F,Yes,24,0,0,0,0,0,1,0,605
5.2,Long,F,Yes,55,0,1,0,0,0,0,0,606
6.87,Medium,M,Yes,19,0,0,0,0,0,0,0,607
9.22,Short,F,No,55,0,0,0,0,0,1,0,608
5.92,Short,M,Yes,21,1,0,0,0,1,0,0,609
8.41,Short,M,No,26,1,1,0,0,0,1,0,610
8.23,Medium,M,Yes,39,0,0,0,0,0,1,0,611
2.22,Medium,M,Yes,43,0,0,0,0,0,1,0,612
8.96,Long,F,No,37,0,0,0,0,0,1,0,613
9.3,Short,F,No,28,1,1,1,0,0,0,0,614
3.81,Medium,M,Yes,48,0,0,0,0,0,1,0,615
7.29,Medium,M,No,39,0,0,0,0,1,0,0,616
8.95,Long,M,No,30,0,0,0,0,0,0,0,617
4.3,Long,M,Yes,24,0,0,0,0,0,0,0,618
7.89,Short,F,Yes,37,1,0,0,1,0,0,0,619
3.72,Long,M,No,50,1,0,0,1,1,0,0,620
5.08,Short,F,No,46,1,0,0,0,0,0,0,621
3.79,Short,M,No,41,0,0,0,1,1,1,0,622
4.83,Medium,F,No,40,1,0,0,0,1,1,0,623
8.66,Long,F,No,19,0,1,0,0,1,1,0,624
2.62,Long,F,Yes,31,0,0,0,0,1,0,0,625
5.28,Long,M,No,28,0,0,0,0,1,0,1,626
7.67,Long,F,Yes,36,0,0,0,0,0,0,0,627
2.3,Short,F,Yes,29,1,1,1,0,0,1,0,628
5.65,Short,F,Yes,47,1,1,0,0,1,0,0,629
3.23,Long,M,No,54,0,0,0,0,1,0,0,630
9.78,Medium,M,No,36,0,0,1,0,0,1,0,631
3.75,Medium,M,No,42,1,1,0,0,0,1,0,632
2.53,Long,F,No,47,1,1,1,0,0,1,0,633
4.02,Medium,M,Yes,31,1,1,1,0,0,1,0,634
6.26,Medium,M,No,55,1,0,0,0,0,1,0,635
3.8,Long,M,Yes,55,0,1,0,0,1,0,0,636
3.16,Long,M,Yes,42,0,0,0,0,0,1,0,637
8.19,Medium,F,Yes,55,1,1,1,0,1,0,0,638
9.41,Medium,F,Yes,17,0,0,0,0,0,0,0,639
8.12,Long,M,Yes,39,1,0,0,0,0,1,0,640
6.41,Short,F,Yes,48,0,1,1,0,0,1,0,641
6.9,Medium,F,Yes,43,0,0,0,0,0,1,0,642
9.67,Short,F,No,31,0,0,0,0,1,0,1,643
6.25,Medium,M,Yes,44,1,0,0,0,0,0,0,644
6.06,Medium,M,No,28,0,1,0,0,0,1,0,645
4.85,Medium,M,No,56,0,1,0,0,0,1,0,646
7.58,Medium,M,No,47,0,0,0,0,0,1,0,647
5.29,Long,M,Yes,27,0,0,0,0,0,0,0,648
3.44,Long,F,No,48,1,0,0,1,0,1,1,649
5.69,Long,F,No,29,0,1,0,0,1,1,0,650
8.69,Medium,F,Yes,36,0,0,1,0,0,0,0,651
3.65,Long,M,Yes,29,0,0,0,0,0,0,0,652
8.97,Short,F,Yes,45,0,0,0,0,0,0,0,653
3.12,Long,M,Yes,36,0,0,0,0,1,0,0,654
7.4,Short,M,No,48,1,1,1,0,0,1,0,655
8.53,Long,M,No,40,1,0,0,0,1,0,0,656
3.23,Long,M,No,24,0,0,0,0,0,0,0,657
8.33,Long,F,Yes,44,0,0,0,0,0,0,0,658
3.43,Long,F,Yes,37,0,0,0,0,0,0,0,659
5.24,Medium,F,No,35,1,0,0,0,1,0,0,660
6.34,Short,F,No,38,0,1,0,0,0,0,0,661
5.3,Long,M,No,22,0,0,0,0,0,0,0,662
7.29,Long,M,No,34,0,1,0,0,1,0,0,663
6.93,Short,M,No,29,0,0,0,0,1,0,0,664
4.58,Long,M,No,22,0,0,0,0,0,0,0,665
4.94,Medium,F,Yes,46,1,1,0,0,0,1,0,666
4.57,Long,F,Yes,23,1,1,0,1,0,0,1,667
9.49,Short,M,No,47,0,0,0,0,1,0,1,668
6.86,Medium,F,Yes,25,0,0,0,1,1,0,0,669
9.07,Medium,F,No,32,0,1,0,0,0,1,0,670
5.7,Medium,M,No,24,1,1,0,0,1,0,0,671
9.9,Medium,M,Yes,20,0,0,0,0,1,0,0,672
3.49,Long,M,No,35,0,0,0,0,0,0,0,673
9.81,Long,M,Yes,29,0,0,0,0,0,0,0,674
9.46,Medium,F,Yes,27,1,1,0,0,1,1,0,675
2.18,Short,F,Yes,53,1,0,0,0,0,1,0,676
7,Long,F,Yes,25,0,0,0,0,0,1,0,677
6.68,Medium,F,No,36,0,0,0,0,0,0,0,678
5.44,Medium,M,Yes,42,0,1,0,1,0,1,0,679
8.08,Medium,F,No,36,1,0,0,0,0,1,0,680
6.38,Medium,M,No,24,0,1,0,0,0,1,0,681
2.81,Long,M,No,33,1,1,0,1,1,1,0,682
9.1,Medium,M,No,32,0,0,0,0,0,1,0,683
3.75,Medium,M,No,45,1,0,0,0,0,0,0,684
4.26,Long,M,No,37,0,0,0,0,0,0,0,685
3.51,Long,M,No,27,0,0,0,0,0,0,0,686
2.56,Long,F,Yes,43,0,0,0,1,0,0,1,687
5.34,Medium,F,Yes,22,1,1,1,1,0,1,0,688
2.98,Long,F,Yes,56,0,0,0,0,0,0,0,689
7.54,Long,M,No,25,0,1,0,0,1,1,0,690
6.21,Medium,F,No,23,0,0,0,1,1,0,1,691
3.87,Medium,F,No,45,0,0,0,0,0,0,0,692
6.75,Medium,M,Yes,48,1,0,0,0,1,0,0,693
2.04,Medium,M,No,40,0,1,0,0,0,0,0,694
2.65,Long,F,No,40,0,0,0,0,0,0,0,695
3.27,Long,M,Yes,26,0,0,0,0,0,0,1,696
8.02,Long,F,Yes,36,1,1,0,0,0,0,0,697
8.27,Medium,F,Yes,38,0,0,0,0,0,0,0,698
7.83,Long,M,No,27,0,0,0,0,0,0,0,699
4.86,Short,F,No,29,0,1,0,0,0,1,0,700
8.32,Long,F,No,55,1,1,0,0,0,1,1,701
6.87,Long,M,Yes,41,1,0,0,0,0,0,0,702
6.94,Short,F,Yes,54,0,0,0,0,0,0,0,703
9.89,Long,F,No,36,0,0,0,0,0,1,0,704
7.46,Long,M,No,39,1,1,0,0,0,1,0,705
9.97,Long,M,Yes,46,1,1,0,0,0,1,0,706
6.6,Medium,F,No,23,1,0,0,1,1,0,0,707
8.01,Long,M,Yes,19,1,0,0,0,0,0,0,708
6.62,Short,M,Yes,37,0,1,0,0,0,1,0,709
5.92,Medium,M,Yes,28,0,0,0,0,0,0,0,710
7.79,Long,F,No,22,0,1,0,1,0,0,0,711
4.06,Medium,M,No,44,1,0,0,0,0,1,0,712
7.03,Short,F,Yes,51,0,0,0,0,0,0,0,713
9.69,Long,F,Yes,43,0,0,0,0,0,0,0,714
6.11,Short,M,Yes,54,0,0,0,0,0,0,0,715
8.95,Medium,M,No,35,1,0,0,0,1,0,0,716
2.8,Long,F,Yes,47,1,0,1,0,0,1,0,717
3.47,Long,F,Yes,55,0,0,0,0,1,0,1,718
8.79,Medium,F,Yes,36,0,0,0,0,1,0,0,719
6,Long,M,Yes,43,0,0,0,0,0,0,0,720
5.69,Long,M,Yes,32,1,1,1,0,1,1,0,721
5.72,Short,F,No,41,0,0,0,0,1,0,0,722
7.45,Medium,M,No,41,0,0,0,0,0,0,0,723
7.83,Long,F,Yes,31,1,0,1,0,1,1,0,724
4.62,Long,M,Yes,48,0,1,0,1,0,1,0,725
7.05,Medium,F,Yes,29,0,0,0,0,0,0,0,726
7.59,Medium,M,No,32,0,1,1,0,0,1,0,727
4.45,Short,M,No,46,0,1,0,0,1,1,0,728
7.18,Long,F,No,50,0,0,0,0,1,0,0,729
6.12,Medium,F,No,55,0,1,0,0,1,0,0,730
2.87,Long,M,Yes,34,1,0,0,0,0,0,0,731
7.63,Long,M,No,19,0,1,0,0,0,1,0,732
5.38,Short,M,Yes,45,1,0,0,0,0,0,0,733
2.89,Long,M,Yes,56,0,0,0,0,0,0,0,734
8.19,Medium,M,Yes,43,1,1,1,0,0,1,0,735
3.04,Medium,M,No,39,0,0,0,1,0,0,1,736
8.59,Medium,F,Yes,49,0,0,0,0,0,0,0,737
9.65,Short,M,Yes,22,1,1,1,0,0,1,0,738
6.79,Medium,F,No,23,0,0,0,0,0,0,0,739
8.97,Long,F,No,44,0,0,1,0,0,1,0,740
4.02,Medium,M,No,34,0,0,0,0,0,1,0,741
9.52,Short,F,Yes,35,0,0,0,0,1,0,0,742
5.37,Short,F,No,17,0,0,0,0,0,0,0,743
2.98,Long,F,Yes,54,0,0,0,0,1,0,0,744
7.02,Short,F,No,34,1,0,0,0,0,0,0,745
6.97,Short,M,Yes,36,0,0,0,0,1,0,1,746
8.31,Long,F,No,39,0,0,0,0,0,0,0,747
10.02,Medium,F,Yes,26,1,1,1,0,0,1,0,748
4,Medium,M,No,29,1,0,0,0,0,0,1,749
7.7,Medium,M,No,49,1,0,0,1,0,0,0,750
5.19,Medium,F,No,47,1,1,0,0,0,0,0,751
3.01,Short,M,No,21,1,1,1,0,0,1,0,752
3.91,Long,M,Yes,23,0,0,0,0,0,1,1,753
5.97,Medium,F,No,37,0,0,0,0,0,1,0,754
5.21,Medium,M,Yes,52,1,1,0,0,0,1,0,755
4.41,Medium,M,Yes,29,0,0,0,0,1,0,0,756
6.78,Medium,M,No,41,0,0,0,0,0,0,0,757
2.45,Long,M,Yes,38,1,0,1,0,1,0,1,758
5.58,Long,M,No,42,1,0,0,0,0,0,0,759
4.75,Medium,M,No,50,0,0,0,0,0,0,0,760
10.02,Medium,F,Yes,49,0,0,0,0,0,0,0,761
5.73,Short,F,Yes,53,0,0,0,0,0,0,0,762
8.61,Long,M,No,55,0,1,1,0,0,1,0,763
7.98,Long,M,No,44,1,1,0,0,0,1,0,764
5.68,Short,F,No,41,0,0,0,0,1,1,0,765
5.03,Medium,F,No,25,0,0,0,0,1,1,0,766
8.19,Medium,M,No,50,0,0,0,0,1,0,0,767
4,Long,F,No,44,0,0,0,0,1,0,0,768
10,Short,M,No,52,1,0,0,0,1,0,0,769
6.51,Long,M,No,29,0,0,0,0,0,1,0,770
4.62,Long,M,No,27,0,0,0,0,1,0,0,771
7.8,Medium,F,Yes,38,0,0,0,0,0,0,0,772
5.54,Long,M,No,29,1,1,1,0,0,1,0,773
8.32,Medium,F,No,45,0,0,0,0,0,1,0,774
2.8,Long,M,Yes,49,0,1,0,1,0,0,0,775
9.95,Short,F,No,33,0,1,0,0,0,1,0,776
7.88,Medium,M,Yes,37,0,0,0,0,0,0,0,777
5.04,Medium,F,Yes,52,1,1,0,0,0,0,0,778
3.62,Short,F,Yes,50,0,0,0,1,1,0,1,779
5.51,Medium,F,Yes,50,0,0,0,1,1,1,0,780
9.16,Long,F,Yes,50,0,0,0,0,0,0,0,781
9.38,Long,F,Yes,50,0,0,0,0,0,0,0,782
4.31,Short,F,No,39,1,1,0,0,0,0,0,783
5.4,Long,M,Yes,40,0,0,0,0,0,0,0,784
4.81,Medium,F,No,28,0,0,0,0,0,1,0,785
4.76,Medium,M,Yes,22,1,1,1,0,0,1,0,786
4.63,Long,M,Yes,28,1,1,1,0,0,0,0,787
2.95,Long,F,No,26,0,0,0,0,0,0,0,788
4.03,Long,F,Yes,52,0,0,0,0,1,0,0,789
2.69,Short,F,Yes,36,0,0,0,0,0,0,0,790
6.42,Medium,M,Yes,29,0,0,1,0,1,1,0,791
2.2,Medium,M,Yes,45,0,0,0,0,0,0,0,792
7.76,Short,F,No,22,0,0,0,0,1,0,0,793
2.94,Long,F,Yes,45,1,1,0,0,0,1,0,794
6.27,Long,F,Yes,45,1,0,0,0,0,0,0,795
6.69,Long,M,Yes,24,0,0,0,0,0,0,0,796
8.15,Short,F,Yes,48,0,1,1,0,1,1,0,797
7.54,Medium,M,No,53,0,0,0,0,0,1,0,798
2.47,Short,M,No,21,0,0,0,0,0,0,0,799
3.89,Medium,M,Yes,35,1,1,1,1,1,1,1,800
6.85,Short,F,No,44,1,1,0,0,1,1,0,801
7.57,Short,F,No,56,0,0,0,0,0,0,0,802
5.17,Long,F,Yes,29,1,0,0,0,0,0,0,803
8.61,Medium,M,No,50,0,0,0,0,0,0,0,804
2.34,Short,M,No,43,0,0,0,0,0,0,0,805
3.8,Medium,M,Yes,29,0,0,0,1,1,1,1,806
2.7,Medium,F,Yes,42,1,0,0,0,1,0,0,807
9.3,Medium,F,Yes,50,0,1,1,0,0,1,0,808
8.2,Medium,F,Yes,28,0,0,0,0,0,0,0,809
4.93,Short,F,No,19,1,1,1,1,1,1,1,810
10.06,Medium,M,Yes,30,1,0,0,0,1,1,0,811
5.25,Long,F,Yes,43,0,0,0,0,1,0,0,812
9.3,Long,M,Yes,22,0,0,0,0,0,0,0,813
3.87,Medium,F,No,41,0,0,0,0,0,0,0,814
6.22,Long,M,Yes,35,0,0,0,0,0,1,0,815
2.65,Long,F,Yes,26,1,0,0,1,1,0,0,816
3.72,Medium,F,No,35,0,0,0,0,0,0,0,817
6.15,Medium,F,Yes,44,1,1,0,0,1,1,0,818
9.88,Long,F,Yes,42,0,0,0,1,0,1,0,819
2.82,Long,F,Yes,39,0,0,0,0,0,0,0,820
7.44,Long,F,No,26,1,0,0,0,0,1,0,821
2.53,Long,F,No,41,1,1,1,0,0,1,0,822
5.18,Short,M,No,27,1,1,1,0,0,0,0,823
6.61,Long,F,No,51,1,0,0,0,0,0,0,824
4.63,Long,M,Yes,43,1,0,0,0,0,1,1,825
8.3,Medium,M,Yes,56,0,0,0,1,1,0,1,826
7.83,Medium,F,Yes,33,1,1,1,0,0,0,0,827
8.65,Medium,F,No,36,1,0,1,1,0,1,1,828
2.99,Long,F,No,36,0,0,0,0,0,1,1,829
7.94,Medium,F,Yes,52,0,0,0,0,0,0,0,830
9.62,Long,M,Yes,21,0,1,1,1,1,1,1,831
6.4,Short,M,Yes,33,0,0,0,0,0,0,0,832
4.73,Short,M,No,27,1,1,0,0,0,1,0,833
9.31,Long,F,No,53,0,0,0,0,1,0,1,834
4.34,Long,M,No,53,0,0,0,1,0,0,0,835
7.62,Medium,F,Yes,23,0,0,0,0,0,0,1,836
9.28,Medium,F,No,32,1,0,0,0,1,1,0,837
8.73,Medium,F,Yes,27,0,0,0,0,0,0,0,838
3.14,Short,M,Yes,36,1,0,0,0,1,1,0,839
2.6,Long,M,Yes,36,1,1,1,0,0,0,0,840
9.43,Long,F,Yes,40,0,0,1,0,1,1,0,841
6.23,Medium,F,Yes,19,0,0,0,0,0,1,1,842
8.31,Long,F,No,49,1,0,0,0,0,0,0,843
2.14,Medium,M,No,38,0,0,0,0,1,0,1,844
9.08,Medium,M,No,26,0,0,0,0,0,0,0,845
5.76,Long,F,Yes,51,0,0,0,0,0,0,0,846
7.85,Short,M,Yes,51,0,0,0,0,0,0,0,847
4.71,Long,F,No,40,0,0,0,0,0,0,0,848
5.62,Medium,M,Yes,33,0,1,1,1,0,1,1,849
2.19,Long,F,Yes,33,0,0,0,0,0,0,0,850
8.8,Long,M,Yes,52,0,0,0,0,0,0,0,851
8.19,Long,M,No,51,1,1,0,0,1,1,0,852
8.07,Long,F,No,25,1,1,0,0,1,1,0,853
5.77,Short,M,No,27,0,0,0,0,0,0,0,854
7.54,Long,F,No,54,0,0,0,1,1,0,0,855
9.22,Long,M,No,50,0,1,0,1,0,1,1,856
2.9,Short,F,No,26,1,1,1,0,1,1,0,857
3.12,Medium,F,No,50,0,0,0,1,0,1,0,858
3.8,Medium,M,Yes,22,0,0,0,0,0,0,0,859
8.43,Short,F,Yes,28,1,0,0,0,1,0,0,860
10.01,Short,F,Yes,53,0,0,0,0,0,1,0,861
3.35,Medium,F,No,45,0,0,0,0,1,0,0,862
2.56,Long,M,No,49,0,0,0,0,1,0,0,863
7.19,Short,M,No,41,0,0,0,0,0,1,0,864
8.04,Long,M,No,46,0,0,0,0,0,0,0,865
9.42,Medium,F,Yes,55,1,1,1,0,0,1,0,866
7.67,Long,F,Yes,23,0,0,0,0,0,0,0,867
8.09,Medium,F,Yes,40,0,0,0,0,1,0,1,868
4.18,Medium,F,No,38,0,0,0,1,0,1,0,869
9.4,Medium,M,No,38,1,0,0,0,1,0,0,870
10.07,Medium,F,No,52,1,1,1,0,0,1,0,871
3.29,Medium,M,Yes,20,1,0,0,0,0,1,0,872
5.67,Short,F,Yes,40,0,0,0,0,0,0,1,873
4.92,Short,F,Yes,29,1,1,0,0,0,0,1,874
9.18,Long,M,No,50,0,0,0,0,0,0,1,875
7.89,Medium,F,No,27,0,0,0,0,0,0,0,876
3.2,Long,F,Yes,51,0,0,0,1,1,0,0,877
4.88,Long,F,No,44,1,0,0,0,0,1,0,878
2.5,Long,M,No,27,1,0,1,0,0,0,0,879
3.77,Medium,M,No,19,0,0,0,0,1,0,0,880
5.66,Medium,M,Yes,20,0,0,0,0,1,0,0,881
4.86,Medium,F,Yes,27,0,0,0,0,0,0,0,882
9.49,Long,M,No,27,1,0,0,1,1,0,0,883
2.5,Medium,F,No,50,0,0,0,1,1,0,0,884
8.08,Medium,M,No,39,1,0,1,0,0,0,0,885
8.22,Long,M,No,40,0,0,0,0,1,0,0,886
7.83,Long,M,Yes,29,1,0,0,0,0,0,0,887
9.67,Long,M,Yes,44,0,1,0,0,0,1,0,888
8.96,Short,F,Yes,52,0,0,0,0,0,0,0,889
2.25,Short,F,No,45,1,0,0,0,0,1,0,890
7.89,Long,F,No,32,0,1,0,0,0,1,0,891
4,Medium,M,No,34,1,0,0,0,0,0,1,892
3.63,Medium,M,Yes,27,0,1,0,0,1,0,1,893
6.38,Long,M,No,17,0,0,0,0,1,0,0,894
3.25,Short,F,Yes,50,0,0,0,0,1,0,0,895
7.51,Long,F,Yes,48,1,0,0,0,0,0,0,896
8.42,Medium,M,No,43,1,0,0,0,0,1,0,897
9.78,Medium,F,Yes,56,1,1,1,1,0,1,0,898
7.04,Medium,F,Yes,31,0,1,1,0,1,1,0,899
5.82,Short,M,Yes,35,0,0,0,0,0,1,0,900
5.75,Short,M,No,39,1,1,0,0,0,1,1,901
9.96,Medium,M,No,32,0,0,0,0,0,1,0,902
7.08,Long,F,Yes,29,0,0,0,0,1,0,1,903
3.38,Long,M,Yes,23,1,0,0,1,0,1,0,904
2.56,Long,F,Yes,53,1,0,0,0,1,1,1,905
4.85,Short,F,No,50,0,1,0,1,0,1,1,906
4.17,Long,M,Yes,51,1,1,0,0,0,0,0,907
6.38,Short,F,Yes,24,0,0,0,0,0,0,0,908
2.67,Short,M,No,33,0,0,0,0,0,0,0,909
5.06,Medium,F,Yes,39,0,0,0,0,0,0,0,910
9.47,Long,M,No,27,1,0,0,0,0,0,1,911
3.83,Long,M,Yes,25,1,0,0,0,1,1,0,912
5.01,Medium,F,Yes,42,0,0,0,0,0,0,0,913
5.28,Short,F,Yes,46,0,1,1,0,0,1,1,914
5.47,Medium,F,No,48,0,1,0,0,0,1,0,915
